champion_id_x,role_x,role_y,champion_id_y,win_x,0
1,MID,BOT,21,False,1.0
1,MID,BOT,81,False,1.0
1,MID,BOT,119,False,1.0
1,MID,BOT,145,True,1.0
1,MID,BOT,235,True,1.0
1,MID,BOT,429,False,1.0
1,MID,BOT,498,True,1.0
1,MID,BOT,518,False,1.0
1,MID,JGL,2,False,1.0
1,MID,JGL,64,False,1.0
1,MID,JGL,76,True,1.0
1,MID,JGL,80,False,1.0
1,MID,JGL,104,True,1.0
1,MID,JGL,120,False,1.0
1,MID,JGL,163,True,1.0
1,MID,JGL,876,False,1.0
1,MID,MID,3,False,1.0
1,MID,MID,7,False,1.0
1,MID,MID,61,True,1.0
1,MID,MID,134,False,0.6666666666666666
1,MID,MID,134,True,0.3333333333333333
1,MID,MID,236,False,1.0
1,MID,SUP,43,False,1.0
1,MID,SUP,53,False,1.0
1,MID,SUP,89,False,1.0
1,MID,SUP,111,True,1.0
1,MID,SUP,147,False,1.0
1,MID,SUP,497,False,1.0
1,MID,SUP,526,True,1.0
1,MID,TOP,41,True,1.0
1,MID,TOP,58,True,1.0
1,MID,TOP,79,False,1.0
1,MID,TOP,150,True,1.0
1,MID,TOP,516,False,1.0
1,MID,TOP,517,False,1.0
1,MID,TOP,875,False,1.0
2,JGL,BOT,8,True,1.0
2,JGL,BOT,15,True,0.7692307692307693
2,JGL,BOT,15,False,0.23076923076923078
2,JGL,BOT,16,True,1.0
2,JGL,BOT,18,True,0.5714285714285714
2,JGL,BOT,18,False,0.42857142857142855
2,JGL,BOT,21,False,0.5047619047619047
2,JGL,BOT,21,True,0.49523809523809526
2,JGL,BOT,22,True,0.717391304347826
2,JGL,BOT,22,False,0.2826086956521739
2,JGL,BOT,29,True,0.75
2,JGL,BOT,29,False,0.25
2,JGL,BOT,30,True,0.5
2,JGL,BOT,30,False,0.5
2,JGL,BOT,37,False,1.0
2,JGL,BOT,50,False,1.0
2,JGL,BOT,51,False,0.7272727272727273
2,JGL,BOT,51,True,0.2727272727272727
2,JGL,BOT,62,True,1.0
2,JGL,BOT,67,True,0.5789473684210527
2,JGL,BOT,67,False,0.42105263157894735
2,JGL,BOT,69,False,0.8571428571428571
2,JGL,BOT,69,True,0.14285714285714285
2,JGL,BOT,74,False,1.0
2,JGL,BOT,81,True,0.5168539325842697
2,JGL,BOT,81,False,0.48314606741573035
2,JGL,BOT,82,False,1.0
2,JGL,BOT,96,True,1.0
2,JGL,BOT,99,True,1.0
2,JGL,BOT,101,True,1.0
2,JGL,BOT,110,False,0.5555555555555556
2,JGL,BOT,110,True,0.4444444444444444
2,JGL,BOT,112,False,1.0
2,JGL,BOT,115,True,0.75
2,JGL,BOT,115,False,0.25
2,JGL,BOT,119,False,1.0
2,JGL,BOT,134,True,0.75
2,JGL,BOT,134,False,0.25
2,JGL,BOT,145,True,0.5459770114942529
2,JGL,BOT,145,False,0.4540229885057471
2,JGL,BOT,147,False,0.7142857142857143
2,JGL,BOT,147,True,0.2857142857142857
2,JGL,BOT,157,False,0.6666666666666666
2,JGL,BOT,157,True,0.3333333333333333
2,JGL,BOT,161,False,1.0
2,JGL,BOT,163,False,1.0
2,JGL,BOT,202,True,0.675
2,JGL,BOT,202,False,0.325
2,JGL,BOT,203,False,1.0
2,JGL,BOT,222,False,0.7
2,JGL,BOT,222,True,0.3
2,JGL,BOT,235,True,0.5396825396825397
2,JGL,BOT,235,False,0.4603174603174603
2,JGL,BOT,236,False,0.5333333333333333
2,JGL,BOT,236,True,0.4666666666666667
2,JGL,BOT,360,True,0.6296296296296297
2,JGL,BOT,360,False,0.37037037037037035
2,JGL,BOT,429,False,0.5714285714285714
2,JGL,BOT,429,True,0.42857142857142855
2,JGL,BOT,498,True,0.5660377358490566
2,JGL,BOT,498,False,0.4339622641509434
2,JGL,BOT,523,True,0.5801526717557252
2,JGL,BOT,523,False,0.4198473282442748
2,JGL,BOT,777,True,1.0
2,JGL,BOT,875,True,1.0
2,JGL,JGL,5,True,1.0
2,JGL,JGL,9,True,1.0
2,JGL,JGL,11,False,1.0
2,JGL,JGL,20,True,0.5
2,JGL,JGL,20,False,0.5
2,JGL,JGL,28,True,0.5
2,JGL,JGL,28,False,0.5
2,JGL,JGL,29,True,1.0
2,JGL,JGL,30,True,0.5333333333333333
2,JGL,JGL,30,False,0.4666666666666667
2,JGL,JGL,35,False,1.0
2,JGL,JGL,36,False,1.0
2,JGL,JGL,48,True,0.6133333333333333
2,JGL,JGL,48,False,0.38666666666666666
2,JGL,JGL,56,False,1.0
2,JGL,JGL,59,True,0.5512820512820513
2,JGL,JGL,59,False,0.44871794871794873
2,JGL,JGL,60,False,0.5588235294117647
2,JGL,JGL,60,True,0.4411764705882353
2,JGL,JGL,62,True,0.8
2,JGL,JGL,62,False,0.2
2,JGL,JGL,64,True,0.5238095238095238
2,JGL,JGL,64,False,0.47619047619047616
2,JGL,JGL,72,False,0.6
2,JGL,JGL,72,True,0.4
2,JGL,JGL,76,True,0.515625
2,JGL,JGL,76,False,0.484375
2,JGL,JGL,77,True,0.6190476190476191
2,JGL,JGL,77,False,0.38095238095238093
2,JGL,JGL,79,False,0.5319148936170213
2,JGL,JGL,79,True,0.46808510638297873
2,JGL,JGL,80,True,0.72
2,JGL,JGL,80,False,0.28
2,JGL,JGL,86,False,1.0
2,JGL,JGL,102,True,0.5
2,JGL,JGL,102,False,0.5
2,JGL,JGL,104,True,0.5245901639344263
2,JGL,JGL,104,False,0.47540983606557374
2,JGL,JGL,106,False,0.5357142857142857
2,JGL,JGL,106,True,0.4642857142857143
2,JGL,JGL,113,False,0.52
2,JGL,JGL,113,True,0.48
2,JGL,JGL,120,True,0.575
2,JGL,JGL,120,False,0.425
2,JGL,JGL,121,True,0.6666666666666666
2,JGL,JGL,121,False,0.3333333333333333
2,JGL,JGL,141,True,0.6923076923076923
2,JGL,JGL,141,False,0.3076923076923077
2,JGL,JGL,154,False,0.5
2,JGL,JGL,154,True,0.5
2,JGL,JGL,163,True,0.5
2,JGL,JGL,163,False,0.5
2,JGL,JGL,203,False,0.5
2,JGL,JGL,203,True,0.5
2,JGL,JGL,245,True,0.5454545454545454
2,JGL,JGL,245,False,0.45454545454545453
2,JGL,JGL,254,False,1.0
2,JGL,JGL,421,True,0.6
2,JGL,JGL,421,False,0.4
2,JGL,JGL,427,True,0.6666666666666666
2,JGL,JGL,427,False,0.3333333333333333
2,JGL,JGL,517,False,1.0
2,JGL,JGL,875,True,0.5714285714285714
2,JGL,JGL,875,False,0.42857142857142855
2,JGL,JGL,876,True,0.5581395348837209
2,JGL,JGL,876,False,0.4418604651162791
2,JGL,MID,1,False,1.0
2,JGL,MID,3,True,0.5675675675675675
2,JGL,MID,3,False,0.43243243243243246
2,JGL,MID,4,True,0.56
2,JGL,MID,4,False,0.44
2,JGL,MID,7,False,0.5588235294117647
2,JGL,MID,7,True,0.4411764705882353
2,JGL,MID,8,True,0.6666666666666666
2,JGL,MID,8,False,0.3333333333333333
2,JGL,MID,10,False,1.0
2,JGL,MID,13,False,0.5185185185185185
2,JGL,MID,13,True,0.48148148148148145
2,JGL,MID,18,False,0.5555555555555556
2,JGL,MID,18,True,0.4444444444444444
2,JGL,MID,23,True,0.5
2,JGL,MID,23,False,0.5
2,JGL,MID,25,False,0.75
2,JGL,MID,25,True,0.25
2,JGL,MID,26,True,0.6666666666666666
2,JGL,MID,26,False,0.3333333333333333
2,JGL,MID,31,False,0.6666666666666666
2,JGL,MID,31,True,0.3333333333333333
2,JGL,MID,34,True,0.6666666666666666
2,JGL,MID,34,False,0.3333333333333333
2,JGL,MID,38,False,0.5555555555555556
2,JGL,MID,38,True,0.4444444444444444
2,JGL,MID,39,False,0.6923076923076923
2,JGL,MID,39,True,0.3076923076923077
2,JGL,MID,42,True,0.6388888888888888
2,JGL,MID,42,False,0.3611111111111111
2,JGL,MID,43,True,0.8333333333333334
2,JGL,MID,43,False,0.16666666666666666
2,JGL,MID,56,True,1.0
2,JGL,MID,58,True,1.0
2,JGL,MID,61,False,0.5119047619047619
2,JGL,MID,61,True,0.4880952380952381
2,JGL,MID,67,False,1.0
2,JGL,MID,68,True,0.6
2,JGL,MID,68,False,0.4
2,JGL,MID,69,True,0.5263157894736842
2,JGL,MID,69,False,0.47368421052631576
2,JGL,MID,74,False,1.0
2,JGL,MID,79,True,1.0
2,JGL,MID,80,True,0.6
2,JGL,MID,80,False,0.4
2,JGL,MID,84,True,0.5555555555555556
2,JGL,MID,84,False,0.4444444444444444
2,JGL,MID,90,False,1.0
2,JGL,MID,91,True,1.0
2,JGL,MID,96,True,1.0
2,JGL,MID,99,True,1.0
2,JGL,MID,101,False,0.75
2,JGL,MID,101,True,0.25
2,JGL,MID,103,False,0.6666666666666666
2,JGL,MID,103,True,0.3333333333333333
2,JGL,MID,105,True,1.0
2,JGL,MID,110,True,1.0
2,JGL,MID,111,True,1.0
2,JGL,MID,112,True,0.5666666666666667
2,JGL,MID,112,False,0.43333333333333335
2,JGL,MID,115,False,0.7777777777777778
2,JGL,MID,115,True,0.2222222222222222
2,JGL,MID,117,True,0.75
2,JGL,MID,117,False,0.25
2,JGL,MID,126,False,0.5
